source,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonicalName
ASM,,,,,,,,,Cephalophus rufilatus,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,rufilatus,,species,,,,,,,220,Cephalophus rufilatus
ASM,,,,,,,,,Cephalophus silvicultor,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,silvicultor,,species,,,,,,,220,Cephalophus silvicultor
ASM,,,,,,,,,Cephalophus spadix,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,spadix,,species,,,,,,,220,Cephalophus spadix
ASM,,,,,,,,,Cephalophus weynsi,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,weynsi,,species,,,,,,,220,Cephalophus weynsi
ASM,,,,,,,,,Cephalophus zebra,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,zebra,,species,,,,,,,220,Cephalophus zebra
ASM,,,,,,,,,Cephalophus,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,,,genus,,,,,,,180,Cephalophus 
ASM,,,,,,,,,Connochaetes gnou,,Connochaetes,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Connochaetes,,gnou,,species,,,,,,,220,Connochaetes gnou
ASM,,,,,,,,,Connochaetes taurinus,,Connochaetes,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Connochaetes,,taurinus,,species,,,,,,,220,Connochaetes taurinus
ASM,,,,,,,,,Connochaetes,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Connochaetes,,,,genus,,,,,,,180,Connochaetes 
ASM,,,,,,,,,Damaliscus lunatus,,Damaliscus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Damaliscus,,lunatus,,species,,,,,,,220,Damaliscus lunatus
ASM,,,,,,,,,Damaliscus pygargus,,Damaliscus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Damaliscus,,pygargus,,species,,,,,,,220,Damaliscus pygargus
ASM,,,,,,,,,Damaliscus,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Damaliscus,,,,genus,,,,,,,180,Damaliscus 
ASM,,,,,,,,,Dorcatragus megalotis,,Dorcatragus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Dorcatragus,,megalotis,,species,,,,,,,220,Dorcatragus megalotis
ASM,,,,,,,,,Dorcatragus,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Dorcatragus,,,,genus,,,,,,,180,Dorcatragus 
ASM,,,,,,,,,Eudorcas albonotata,,Eudorcas,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Eudorcas,,albonotata,,species,,,,,,,220,Eudorcas albonotata
ASM,,,,,,,,,Eudorcas rufifrons,,Eudorcas,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Eudorcas,,rufifrons,,species,,,,,,,220,Eudorcas rufifrons
ASM,,,,,,,,,Eudorcas rufina,,Eudorcas,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Eudorcas,,rufina,,species,,,,,,,220,Eudorcas rufina
ASM,,,,,,,,,Eudorcas thomsonii,,Eudorcas,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Eudorcas,,thomsonii,,species,,,,,,,220,Eudorcas thomsonii
ASM,,,,,,,,,Eudorcas tilonura,,Eudorcas,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Eudorcas,,tilonura,,species,,,,,,,220,Eudorcas tilonura
ASM,,,,,,,,,Eudorcas,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Eudorcas,,,,genus,,,,,,,180,Eudorcas 
ASM,,,,,,,,,Gazella arabica,,Gazella,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Gazella,,arabica,,species,,,,,,,220,Gazella arabica
ASM,,,,,,,,,Gazella bennettii,,Gazella,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Gazella,,bennettii,,species,,,,,,,220,Gazella bennettii
ASM,,,,,,,,,Gazella bilkis,,Gazella,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Gazella,,bilkis,,species,,,,,,,220,Gazella bilkis
ASM,,,,,,,,,Gazella cuvieri,,Gazella,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Gazella,,cuvieri,,species,,,,,,,220,Gazella cuvieri
